emotion,wav_mean,melspectrogram,mfcc,Spectral_contrast,Tonnetz,contrast,stft,tonnetz,spectral_contrast
sad,0.004769435618072748,0.007885579019784927,-10.908833503723145,0.0,0.0,0.0,(-2.1065994587843306e-05+1.0522383036004612e-06j),0.0020305097086504693,93.46949046788409
angry,0.018467405810952187,0.12156584858894348,-8.59391975402832,0.0,0.0,0.0,(-9.62826561590191e-06+1.183896870315948e-06j),-0.0395800927764119,99.39314301656803
disgust,0.006521271541714668,0.017448261380195618,-9.58740234375,0.0,0.0,0.0,(1.6046862583607435e-05-9.474447324464563e-07j),-0.02814579275940275,94.31827824384641
fear,0.009252574294805527,0.03165687620639801,-9.708562850952148,0.0,0.0,0.0,(-1.16472356239683e-05+1.5280257059657743e-07j),-0.023398055121224972,97.04745610674438
happy,0.015387490391731262,0.09236548840999603,-8.674890518188477,0.0,0.0,0.0,(-4.313656609156169e-05-5.177651928534033e-06j),-0.015327132497226387,98.40815320888798
neutral,0.012372595258057117,0.056912731379270554,-9.058305740356445,0.0,0.0,0.0,(-2.7038711778004654e-05+8.561228241887875e-06j),-0.05105376709471413,97.87474401604841
sad,0.009441940113902092,0.03337782993912697,-9.03419303894043,0.0,0.0,0.0,(1.2241594959050417e-05-8.116782737488393e-06j),0.007719569712049336,96.45109815517253
angry,0.06962773948907852,1.832190990447998,-7.252318382263184,0.0,0.0,0.0,(5.1169943617423996e-05-1.4179528989188839e-05j),-0.023124020936527143,101.74199376097944
angry,0.02630055882036686,0.2386966347694397,-8.685409545898438,0.0,0.0,0.0,(5.4457635997096077e-05-3.614573643062613e-06j),-0.0587560268137278,100.79679340400996
angry,0.027505850419402122,0.2791914939880371,-8.711010932922363,0.0,0.0,0.0,(-2.6642426746548153e-05+2.641146238602232e-06j),0.008882473730455047,99.99851119290894
disgust,0.0278896726667881,0.25088760256767273,-7.883492946624756,0.0,0.0,0.0,(-6.449811280617723e-06-6.155572123134334e-07j),0.018145342177261242,101.01003668177346
disgust,0.00889507308602333,0.028840932995080948,-9.549318313598633,0.0,0.0,0.0,(-1.1277255907771178e-05-6.714623737025249e-07j),-0.013502888092276883,95.97882863224264
disgust,0.018904579803347588,0.11443211138248444,-8.685419082641602,0.0,0.0,0.0,(-3.507399378577247e-05-1.2602960168806021e-06j),-0.02791149125913361,99.23496455942858
fear,0.004802814219146967,0.007397628389298916,-9.895376205444336,0.0,0.0,0.0,(-2.1337589714676142e-05+3.0256385343818692e-06j),-0.012222608096525743,92.64412578417698
fear,0.005091893952339888,0.010011552833020687,-9.509042739868164,0.0,0.0,0.0,(-3.16492332785856e-05+4.474187790037831e-06j),-0.004507598848920232,94.54355595314216
fear,0.004968719556927681,0.008608642034232616,-9.769403457641602,0.0,0.0,0.0,(-1.1859399819513783e-05-2.866516524591134e-06j),-0.0005351465183693338,93.68682922858441
happy,0.026161691173911095,0.29141098260879517,-8.255670547485352,0.0,0.0,0.0,(-1.1124600860057399e-05-3.366076043676003e-06j),-0.03503604162957251,100.35178906416067
happy,0.0256225373595953,0.2488991618156433,-8.92179012298584,0.0,0.0,0.0,(-2.5734598239068873e-05-8.019118240554235e-07j),-0.036320197539228695,100.13145437772275
happy,0.012414657510817051,0.0534018911421299,-9.463254928588867,0.0,0.0,0.0,(-2.4789405870251358e-05-3.3123953926406102e-06j),-0.04252164353730934,96.96141326083148
neutral,0.01337391696870327,0.062498219311237335,-8.768350601196289,0.0,0.0,0.0,(-1.8591590560390614e-05+9.984058124246076e-06j),-0.005537750707967328,98.37482099375127
sad,0.003784185741096735,0.004604713525623083,-9.985076904296875,0.0,0.0,0.0,(-2.1857682440895587e-05-3.2974896839732537e-06j),-0.03249031863332155,92.04529825308485
sad,0.0067400503903627396,0.017252787947654724,-9.377334594726562,0.0,0.0,0.0,(-5.293085905577755e-06-3.0324588351504644e-06j),-0.021184230396249653,95.17962286761392
sad,0.004853655118495226,0.008436677977442741,-9.94572925567627,0.0,0.0,0.0,(1.6836840586620383e-05-6.481186119344784e-06j),-0.033295083706561514,93.84012527072699
angry,0.022635048255324364,0.16184505820274353,-8.311258316040039,0.0,0.0,0.0,(3.550262044882402e-05+2.6666682515497087e-06j),0.010777997699111258,99.25864741112572
disgust,0.01586274988949299,0.07794104516506195,-9.229073524475098,0.0,0.0,0.0,(-1.2649790733121336e-05-3.457015509411576e-06j),-0.03419848127074269,97.96397418829876
fear,0.015345428138971329,0.08267022669315338,-9.191854476928711,0.0,0.0,0.0,(-9.980101822293364e-06-9.486641829425935e-06j),-0.013465343821817737,97.775214375002
happy,0.02016010507941246,0.13399213552474976,-9.116079330444336,0.0,0.0,0.0,(-8.829695616441313e-06-3.7955508105369518e-06j),0.001873693213792273,99.26608835844048
neutral,0.021776709705591202,0.16182829439640045,-8.626805305480957,0.0,0.0,0.0,(-2.6810625058715232e-05-3.8541197682206985e-06j),-0.001340147253624781,99.43429299212391
sad,0.008881817571818829,0.0278264582157135,-9.4218111038208,0.0,0.0,0.0,(1.0928299616352888e-06-5.72042472413159e-06j),-0.005093343909821358,95.9961258350226
angry,0.010603592731058598,0.047185927629470825,-9.176045417785645,0.0,0.0,0.0,(6.116444183135172e-06+1.5776130339872907e-06j),-0.022050883251372253,97.14078118336393
disgust,0.0068269455805420876,0.01616499572992325,-9.541277885437012,0.0,0.0,0.0,(-2.197184949181974e-05+3.305991185698076e-06j),-0.02242503042502329,95.70094108873775
fear,0.0065489280968904495,0.014948099851608276,-9.470466613769531,0.0,0.0,0.0,(1.422468812961597e-05-7.451629699062323e-06j),-0.044724511579231574,95.3264357945093
happy,0.01380903460085392,0.0642620399594307,-9.081945419311523,0.0,0.0,0.0,(-2.6405912649352103e-05-2.5247638859582366e-06j),-0.011202938171894586,98.45258091724209
neutral,0.011233367957174778,0.041079990565776825,-8.67806625366211,0.0,0.0,0.0,(-1.673609222052619e-05-6.933355223281978e-08j),-0.030463966116800658,98.0084946517389
sad,0.006385288201272488,0.012984039261937141,-9.596755027770996,0.0,0.0,0.0,(-2.880286228901241e-05-7.060882580844918e-06j),-0.028377105311810882,95.40584517720954
angry,0.017771340906620026,0.12611867487430573,-8.795947074890137,0.0,0.0,0.0,(4.063378128194017e-06+6.900474431859038e-07j),-0.006450373508184758,97.3301203003585
disgust,0.008790644817054272,0.02795463427901268,-9.120095252990723,0.0,0.0,0.0,(6.202634722285438e-06+7.0719361247029155e-06j),-0.02795060181755753,96.30896501256244
fear,0.008962109684944153,0.02687186747789383,-9.573834419250488,0.0,0.0,0.0,(-1.4711602489114739e-05+5.631040949083399e-06j),-0.02594879716535629,95.70926701400258
happy,0.027053238824009895,0.25383949279785156,-8.791648864746094,0.0,0.0,0.0,(-3.328763705212623e-05+7.959579306771047e-06j),-0.05342807486166745,98.92647701636929
neutral,0.02179083600640297,0.1768675595521927,-8.732292175292969,0.0,0.0,0.0,(-3.305937207187526e-05+3.7029021768830717e-06j),-0.015687057806384273,98.90177183792811
sad,0.00826985202729702,0.02400316298007965,-9.46040153503418,0.0,0.0,0.0,(-2.7467449399409816e-05-1.6281686612273916e-06j),0.007199314008816071,95.30342756894355
angry,0.04356014356017113,0.5331107378005981,-8.435300827026367,0.0,0.0,0.0,(3.40943515766412e-05+1.1248636837990489e-05j),0.06976131300732615,101.41610643908052
disgust,0.014044379815459251,0.059884995222091675,-9.12801742553711,0.0,0.0,0.0,(-7.105455097189406e-06+6.6477532527642325e-06j),0.01473761923179003,97.26528663474942
fear,0.016075365245342255,0.08427383005619049,-9.48005485534668,0.0,0.0,0.0,(1.8369573808740824e-05+5.94080529481289e-06j),-0.01982703270936527,97.6503977861457
happy,0.030965304002165794,0.2808133661746979,-8.62768268585205,0.0,0.0,0.0,(2.2224607164389454e-05-7.819566235411912e-06j),-0.03530068057104887,101.11307227003122
neutral,0.02007479965686798,0.11944939941167831,-9.545604705810547,0.0,0.0,0.0,(-4.631173851521453e-06-1.1828418564618914e-06j),-0.023654113828800203,99.56654878487426
sad,0.014278918504714966,0.06916343420743942,-9.570070266723633,0.0,0.0,0.0,(-9.896947631204966e-06-1.0649021078279475e-06j),-0.042967150552191184,97.2331861078576
angry,0.022185109555721283,0.17120102047920227,-8.468563079833984,0.0,0.0,0.0,(-1.1811431249952875e-05+7.211895081127295e-06j),-0.03235255964089603,99.9363058451478
disgust,0.009584327228367329,0.03297640383243561,-9.071611404418945,0.0,0.0,0.0,(-6.638162176386686e-06-5.497820438904455e-06j),-0.04170334741867099,96.76793146499064
fear,0.011220449581742287,0.03933011740446091,-9.375259399414062,0.0,0.0,0.0,(-7.82160203272042e-09-6.754633886885131e-06j),-0.006191964571095411,97.0510995630514
happy,0.01180339977145195,0.047863416373729706,-9.153775215148926,0.0,0.0,0.0,(-1.310514380747918e-05-4.4212399075149733e-07j),0.00167793293096599,97.34468817710383
neutral,0.017371587455272675,0.13926953077316284,-8.629794120788574,0.0,0.0,0.0,(-1.2741481441480573e-05+1.162852981906326e-06j),-0.017277456709196944,98.41121937414606
sad,0.006123634520918131,0.012565760873258114,-9.571162223815918,0.0,0.0,0.0,(-1.2196773241157643e-05+9.518394108454231e-07j),-0.03025868375208424,94.98677013249299
angry,0.018340058624744415,0.12666229903697968,-8.623062133789062,0.0,0.0,0.0,(1.8430435375194065e-05-3.1786696581548313e-06j),-0.021888598292512402,98.81161685702264
disgust,0.00839260220527649,0.029429897665977478,-9.26185131072998,0.0,0.0,0.0,(1.1123372587462654e-06-2.2830663510831073e-06j),-0.019267861831795487,95.39759827964762
fear,0.00959767121821642,0.03138241544365883,-10.040475845336914,0.0,0.0,0.0,(-2.3048198272590525e-05-1.0385519999545068e-06j),-0.08226798565506113,95.78944172977596
happy,0.011441268026828766,0.0388445146381855,-9.177403450012207,0.0,0.0,0.0,(-3.3722753869369626e-05+2.6834090931515675e-06j),-0.025161610927434564,97.34877685239806
neutral,0.017269445583224297,0.0897969976067543,-8.852336883544922,0.0,0.0,0.0,(-4.758300747198518e-06-5.587567102338653e-06j),-0.02359479387196428,98.4800865551847
sad,0.0069948118180036545,0.018062680959701538,-9.754514694213867,0.0,0.0,0.0,(-8.450279892713297e-06+7.308737508537888e-07j),-0.04968236157837665,95.14089430734484
angry,0.02320723794400692,0.2414267659187317,-8.580958366394043,0.0,0.0,0.0,(-1.9969082131865434e-05+6.874125119793462e-06j),-0.004178512045210892,99.48427491013334
disgust,0.010451314970850945,0.03986876457929611,-9.339237213134766,0.0,0.0,0.0,(-2.828149081324227e-05-2.7663936918997933e-08j),-0.03401141828301032,96.76696185732746
fear,0.006007850635796785,0.01963072083890438,-10.280570030212402,0.0,0.0,0.0,(-9.353857990390679e-07+1.6653954162393347e-06j),-0.026510890963316863,92.31659998254072
happy,0.011578251607716084,0.042202215641736984,-8.876138687133789,0.0,0.0,0.0,(-1.7944983483175747e-05+2.3822151433705585e-06j),-0.05210910066728136,97.7639478951132
neutral,0.018687324598431587,0.11963219940662384,-9.382736206054688,0.0,0.0,0.0,(1.678400622040499e-05-1.9629142400390265e-07j),-0.0006033068792141563,98.54897263377946
sad,0.009038927964866161,0.029601063579320908,-9.448678970336914,0.0,0.0,0.0,(-1.1139639354951214e-05+3.1606289212504635e-06j),0.006121346912658515,96.0194747442774
angry,0.02716570347547531,0.2423679232597351,-7.867183685302734,0.0,0.0,0.0,(-1.0999833648384083e-05-3.5985865451948484e-06j),0.018286495938282306,101.19894095288659
disgust,0.011681693606078625,0.050633106380701065,-9.048280715942383,0.0,0.0,0.0,(6.357366828524391e-07+2.560740995249944e-06j),-0.03748710608127987,98.0105164315454
fear,0.012216940522193909,0.05560196936130524,-9.591700553894043,0.0,0.0,0.0,(3.9350193219434004e-06-4.9043651415559e-06j),-0.028359842514535268,97.38550563510137
happy,0.01872815005481243,0.10716596990823746,-9.107342720031738,0.0,0.0,0.0,(-9.684985343483277e-06+1.9336314380780095e-06j),0.006705976502218626,99.32063394693022
neutral,0.016070354729890823,0.09156100451946259,-8.9359712600708,0.0,0.0,0.0,(1.5753339539514855e-05-2.732289658524678e-06j),-0.00852166499697971,98.63313048905316
sad,0.00685709435492754,0.016332581639289856,-9.579841613769531,0.0,0.0,0.0,(1.8465771063347347e-05+1.07733058030135e-06j),-0.02916925793203248,95.76557774802237
angry,0.016445929184556007,0.11171846091747284,-8.46489143371582,0.0,0.0,0.0,(-3.4578595204948215e-06-3.4590339055284858e-06j),-0.03133915682122828,98.6463966786578
disgust,0.0060553522780537605,0.01255900040268898,-9.592185974121094,0.0,0.0,0.0,(1.5248358067765366e-05+1.6291495512632537e-06j),-0.0213428150977021,95.13583940768436
fear,0.007585395593196154,0.013355322182178497,-9.099227905273438,0.0,0.0,0.0,(-2.0320076146163046e-05+5.669771212524211e-07j),-0.031054890735903437,96.21598035837494
happy,0.017024677246809006,0.11030729115009308,-8.48428726196289,0.0,0.0,0.0,(-1.8936510969069786e-05+1.3819375226375996e-06j),0.0007882258349835412,99.1966995390331
neutral,0.011108536273241043,0.03281501680612564,-9.374098777770996,0.0,0.0,0.0,(-2.928925459855236e-05+2.3582565518154297e-06j),-0.023083336498824672,97.44573562340359
sad,0.009113051928579807,0.03528902679681778,-9.411603927612305,0.0,0.0,0.0,(-2.275765291415155e-05-5.413999701886496e-07j),-0.05105760877499257,96.4812158920673
angry,0.019749388098716736,0.14817342162132263,-8.694235801696777,0.0,0.0,0.0,(-4.967975110048428e-05-1.6161919802470948e-06j),-0.04062009515238126,99.1868035912338
disgust,0.00903010182082653,0.02523408830165863,-9.186882972717285,0.0,0.0,0.0,(-2.2444248770625563e-06+4.1376438275619876e-06j),0.01697463668610877,96.92435199959735
fear,0.010704251937568188,0.03949972242116928,-9.543212890625,0.0,0.0,0.0,(-1.3223891983216163e-05-3.286464504981268e-07j),-0.04305256390578898,97.1076333487864
happy,0.027031036093831062,0.27421948313713074,-8.468563079833984,0.0,0.0,0.0,(-9.555409405948012e-07-1.7954456552615738e-06j),-0.014463944912017137,100.86270292514482
neutral,0.02001538686454296,0.1381373405456543,-8.748425483703613,0.0,0.0,0.0,(-9.509855772193987e-06-7.467830528185004e-06j),-0.019992665978860843,99.4353680493488
sad,0.008877463638782501,0.028725620359182358,-9.192678451538086,0.0,0.0,0.0,(-1.7240286069863942e-06-1.6863891687535215e-06j),-0.04454976481055365,95.97206504025367
angry,0.06795459240674973,1.2410781383514404,-6.417503356933594,0.0,0.0,0.0,(4.2616329665179364e-06+1.376070940750651e-05j),-0.006171829018454911,104.70434126535137
disgust,0.013145162723958492,0.06633514165878296,-8.060190200805664,0.0,0.0,0.0,(-1.7614411262911744e-05+1.6134197267092532e-06j),-0.00874585418435538,98.35372527473449
fear,0.013212514109909534,0.05767371878027916,-8.676671981811523,0.0,0.0,0.0,(2.022794069489464e-05-1.7620094467929448e-06j),0.01688293399060473,98.24797283964301
happy,0.05003347992897034,0.8403822183609009,-8.028249740600586,0.0,0.0,0.0,(-1.1963508086410002e-06-4.639925919036614e-06j),-0.04479979090917701,101.83747705274773
neutral,0.01385538000613451,0.07617966830730438,-8.525464057922363,0.0,0.0,0.0,(-2.8825006666011177e-05-9.528123996460636e-07j),-0.030223436251059558,98.50953036156125
sad,0.007121053524315357,0.016247114166617393,-9.182306289672852,0.0,0.0,0.0,(-6.323228717519669e-06-1.4223102198229753e-06j),-0.014731913138784553,95.72681690186151
angry,0.1082504615187645,3.1218528747558594,-6.063429832458496,0.0,0.0,0.0,(-0.00011467531294329092+3.4905908705695765e-06j),-0.0019749266347239684,106.0704642689527
angry,0.020513419061899185,0.2000909149646759,-9.0548095703125,0.0,0.0,0.0,(-1.7324624423054047e-05+1.3187132026359905e-06j),-0.012658234756847133,97.61005948193174
angry,0.03996993228793144,0.543026328086853,-7.5611701011657715,0.0,0.0,0.0,(4.505716424318962e-05-2.4310969820362516e-05j),-0.0003731418513012186,102.26770948886997
disgust,0.023367324844002724,0.21068184077739716,-9.15355110168457,0.0,0.0,0.0,(-1.7383335944032297e-05-3.039060857190634e-06j),-0.0233156754715609,99.20789299775106
disgust,0.00821742508560419,0.02209373377263546,-9.332334518432617,0.0,0.0,0.0,(-1.6629746824037284e-05+1.4470646192421555e-06j),-0.01567726483787391,95.67901297771
disgust,0.018616419285535812,0.11783911287784576,-8.571518898010254,0.0,0.0,0.0,(-1.8803948478307575e-05+2.9225975595181808e-06j),-0.045101770987470625,99.35588230051292
fear,0.019744543358683586,0.17258158326148987,-8.621374130249023,0.0,0.0,0.0,(-8.862522236086079e-07+6.823976036685053e-06j),-0.014929242786338759,98.1131023063884
fear,0.00763053260743618,0.025044310837984085,-9.426042556762695,0.0,0.0,0.0,(-1.2422777217580006e-05+6.272055088629713e-06j),-0.013454804942282026,94.87903359306236
fear,0.007514480501413345,0.021424446254968643,-9.334284782409668,0.0,0.0,0.0,(1.1603288839978632e-05-2.9760269626422087e-06j),-0.03126126145548417,94.59092160118577
happy,0.04764208570122719,0.7889969348907471,-7.305993556976318,0.0,0.0,0.0,(5.03115079482086e-05-1.086004999706347e-06j),0.003766174131996442,103.14075132290452
happy,0.015315333381295204,0.11513368040323257,-8.659951210021973,0.0,0.0,0.0,(1.2144235370215029e-05-2.7466689971333835e-06j),-0.0019063095498964716,97.26063623352636
happy,0.012662113644182682,0.050036799162626266,-8.762247085571289,0.0,0.0,0.0,(-3.45504486176651e-05-4.734429239761084e-06j),-0.007833733651680776,98.52813137109682
neutral,0.010299189947545528,0.047127678990364075,-9.260580062866211,0.0,0.0,0.0,(-8.53371420816984e-06+4.335107064434851e-07j),-0.006603037934160806,96.20260607179102
sad,0.004835444036871195,0.0069922516122460365,-9.918009757995605,0.0,0.0,0.0,(-2.4712082449696027e-05-3.6573032957676332e-06j),-0.015141586355531799,93.87864748597072
sad,0.006760715506970882,0.017685391008853912,-9.536158561706543,0.0,0.0,0.0,(-1.92258958122693e-05+2.149785814253846e-06j),-0.0340754466188043,95.28870446754847
sad,0.007926600985229015,0.027395665645599365,-9.741583824157715,0.0,0.0,0.0,(-3.3799646189436316e-05+3.5388313790463144e-06j),-0.007789033251940161,94.6100025952308
angry,0.1251080334186554,3.644378423690796,-6.108504295349121,0.0,0.0,0.0,(3.552581256371923e-05+7.213707249320578e-06j),-0.013799446821537267,107.0880097209381
disgust,0.014822025783360004,0.07270742952823639,-8.910249710083008,0.0,0.0,0.0,(1.130149121308932e-05-1.7995671441894956e-05j),0.011170996305431133,98.28369396482223
fear,0.0065924120135605335,0.01653800904750824,-9.990326881408691,0.0,0.0,0.0,(-1.817526026570704e-05-6.632938038819702e-07j),0.00045503156054577717,94.20629297956818
happy,0.02893694117665291,0.24667124450206757,-7.870684623718262,0.0,0.0,0.0,(1.9595065168687142e-05-8.537115718354471e-06j),-0.006936457951205947,101.76267915688585
neutral,0.017295271158218384,0.09914462268352509,-8.632184982299805,0.0,0.0,0.0,(1.3849915376340505e-05+1.4156465795167605e-06j),-0.04200756903847863,98.9079228566186
sad,0.009791068732738495,0.03365996852517128,-9.658651351928711,0.0,0.0,0.0,(1.883191362139769e-05-1.2958196748513728e-05j),-0.006799646401233427,95.56512208625448
angry,0.04967726767063141,0.72823166847229,-6.720361232757568,0.0,0.0,0.0,(3.608151473599719e-06+2.470497929607518e-05j),-0.004494638833126963,104.11442923025665
disgust,0.010896166786551476,0.040987033396959305,-9.390542030334473,0.0,0.0,0.0,(-1.2343726666586008e-05-3.218737219867762e-06j),-0.0016628756965647445,97.15371122731686
fear,0.007394198793917894,0.01668720133602619,-9.588111877441406,0.0,0.0,0.0,(-2.7354502890375443e-05-8.517253036188777e-07j),-0.007491124892260479,95.16932248152992
happy,0.023242129012942314,0.1786249577999115,-8.320704460144043,0.0,0.0,0.0,(-4.104699837625958e-05-5.400500413088594e-06j),-0.031231814679535327,100.83386266236093
neutral,0.01654837280511856,0.1000838577747345,-8.670504570007324,0.0,0.0,0.0,(4.334917321102694e-06-4.0217423702415545e-06j),-0.007731133041099596,98.64957924487881
sad,0.006819106172770262,0.015328040346503258,-9.447359085083008,0.0,0.0,0.0,(2.3573180442326702e-05-1.4009709730089526e-06j),0.0014576785251079055,95.48791077168984
angry,0.06808808445930481,1.1188912391662598,-6.234959602355957,0.0,0.0,0.0,(-9.940834570443258e-05+1.9074452666245634e-06j),-0.02570413888196706,104.26530959924563
disgust,0.011065480299293995,0.0327112078666687,-8.798821449279785,0.0,0.0,0.0,(2.6241116302117007e-06-3.445318270678399e-06j),-0.01470114867037832,97.2070330534608
fear,0.009189202450215816,0.021941300481557846,-8.950289726257324,0.0,0.0,0.0,(-1.2134813005104661e-05+1.989669272006722e-06j),-0.01918127441914623,96.31013259229105
happy,0.025088904425501823,0.22321096062660217,-7.858969211578369,0.0,0.0,0.0,(-2.798021159833297e-05-1.4592727666240535e-06j),-0.023900468379435064,101.11585673599122
neutral,0.017892885953187943,0.10465828329324722,-8.198014259338379,0.0,0.0,0.0,(-7.944198046061501e-07-7.466907391062705e-06j),-0.022929271847071126,99.10764450591589
sad,0.009340928867459297,0.025104515254497528,-9.158388137817383,0.0,0.0,0.0,(5.064971901447279e-06+2.0255167783034267e-06j),0.016919555073520266,96.44627708493587
angry,0.05500873550772667,0.9066468477249146,-7.0890350341796875,0.0,0.0,0.0,(4.324450856074691e-05-1.6286963727907278e-05j),-0.012950859734210935,104.10040216534897
disgust,0.01471041887998581,0.0871148481965065,-8.902673721313477,0.0,0.0,0.0,(-2.1175204892642796e-05-7.012340574874543e-06j),-0.03532974841501307,97.93724141206027
fear,0.017424194142222404,0.106331966817379,-8.354503631591797,0.0,0.0,0.0,(3.7493908166652545e-05-6.627124093938619e-06j),0.007499103918253302,98.52309415980072
happy,0.03131015598773956,0.3109939396381378,-7.877558708190918,0.0,0.0,0.0,(1.950464866240509e-05+7.974470463523176e-06j),-0.009888481433766997,101.45989898492624
neutral,0.013918351382017136,0.06716030836105347,-8.925427436828613,0.0,0.0,0.0,(-2.3926771973492578e-05-4.19634125137236e-06j),-0.0025130031502181307,97.91374124866111
sad,0.012210890650749207,0.044701166450977325,-8.641077041625977,0.0,0.0,0.0,(-5.13753475388512e-05-4.535395419225097e-06j),-0.006864890146370951,96.68649659463836
angry,0.01753409393131733,0.0859265848994255,-8.40501594543457,0.0,0.0,0.0,(2.9743207051069476e-05+5.378150945034577e-06j),-0.01144265974765809,99.25425759345421
disgust,0.013540409505367279,0.05282551050186157,-9.077610969543457,0.0,0.0,0.0,(1.6548439134567161e-06+1.3417284208117053e-06j),-0.014815117437014504,97.8144365337171
fear,0.011702841147780418,0.03756570443511009,-9.251639366149902,0.0,0.0,0.0,(-2.3333821445703506e-05-2.2372446437657345e-06j),-0.009644357794518983,97.63792497584394
happy,0.012763245031237602,0.048707567155361176,-8.270997047424316,0.0,0.0,0.0,(6.887730251037283e-06-3.2797836411191383e-06j),-0.031347647906820986,98.23113066529963
neutral,0.011154432781040668,0.04703833907842636,-9.08997917175293,0.0,0.0,0.0,(-5.5550540309923235e-06-5.365287506720051e-06j),-0.004095578963326354,97.00875539116717
sad,0.006851185578852892,0.01461031474173069,-9.523484230041504,0.0,0.0,0.0,(-2.9207061743363738e-05+8.493826499034185e-06j),-0.011363910091371278,94.87396520826607
angry,0.03521658480167389,0.4318361282348633,-7.8873467445373535,0.0,0.0,0.0,(-5.071365012554452e-05+1.5119079762371257e-05j),-0.03239533944103074,101.88625845605061
disgust,0.014977089129388332,0.07836707681417465,-9.057077407836914,0.0,0.0,0.0,(3.7140587210160447e-06-2.7108817448606715e-06j),-0.025199420267229797,97.68591397220432
fear,0.011795759201049805,0.051448069512844086,-9.266672134399414,0.0,0.0,0.0,(-1.844423786678817e-05+1.8789063460644684e-06j),-0.0048444513716018175,96.31155150029944
happy,0.03148246183991432,0.3885418772697449,-8.066730499267578,0.0,0.0,0.0,(-1.3804329682898242e-05+9.113704436458647e-06j),-0.02209424563923469,100.21260042425047
neutral,0.01384842861443758,0.0698254406452179,-8.861817359924316,0.0,0.0,0.0,(-2.478330316080246e-05+5.682297228304378e-07j),-0.017540798970511924,97.72211320012988
sad,0.007349343039095402,0.020247485488653183,-9.606572151184082,0.0,0.0,0.0,(2.73710770670732e-06-1.0244318673358066e-06j),-0.0052081335488882744,94.76785513593722
angry,0.04692127928137779,0.9034364819526672,-7.831761360168457,0.0,0.0,0.0,(1.3364298865781166e-05-8.124078703986015e-06j),-0.030296892256987343,102.79638814839375
disgust,0.01599017344415188,0.09829987585544586,-8.538101196289062,0.0,0.0,0.0,(-5.082491497887531e-06-6.713703442073893e-06j),-0.018184362919559407,98.1700055820054
fear,0.008315198123455048,0.02365276776254177,-9.656989097595215,0.0,0.0,0.0,(-8.349155109499407e-07+1.7402194316673558e-06j),-0.004760157399452521,94.99544309472581
happy,0.018509918823838234,0.1313278079032898,-8.077625274658203,0.0,0.0,0.0,(2.8182921596453525e-05-1.667995638854336e-05j),0.014542414162911096,98.72701352426397
neutral,0.011240446008741856,0.037406690418720245,-8.807134628295898,0.0,0.0,0.0,(1.1364690180926118e-05+1.8768305380945094e-06j),-0.022375466732887952,97.24770428367162
sad,0.00690664816647768,0.01494427490979433,-9.402966499328613,0.0,0.0,0.0,(-3.831509275187273e-06-7.517525318689877e-06j),-0.00666527726518253,94.7417899451777
angry,0.0614919438958168,0.9674738645553589,-7.035393714904785,0.0,0.0,0.0,(-5.8623063523555174e-05+7.613006346218754e-06j),-0.018643297006374973,104.81316939126704
disgust,0.010632799006998539,0.03818069025874138,-8.896390914916992,0.0,0.0,0.0,(1.739253093546722e-05-4.5674494231207063e-07j),-0.01789186466835705,97.24036218535873
fear,0.006335022393614054,0.013353352434933186,-9.202716827392578,0.0,0.0,0.0,(-1.5284738765330985e-05+3.6310721043264493e-06j),-0.001363565394157248,94.92200596828741
happy,0.014135771431028843,0.06674465537071228,-8.78110408782959,0.0,0.0,0.0,(-6.290786132012727e-06-4.7306994588325324e-07j),-0.01666142906162133,97.7847213623118
neutral,0.018641795963048935,0.1178433895111084,-8.368219375610352,0.0,0.0,0.0,(-2.235890178781119e-06+9.988046940634376e-07j),-0.012824471044493036,99.70146859363683
sad,0.006514608860015869,0.013734421692788601,-9.344274520874023,0.0,0.0,0.0,(-1.754623190208804e-05-1.9133692603645613e-06j),-0.010421950548065726,95.39051814161022
angry,0.050317320972681046,0.7344169616699219,-7.376336574554443,0.0,0.0,0.0,(1.5800273104105145e-05-5.03297724208096e-06j),-0.003317500297763187,102.7041009795165
disgust,0.010148618370294571,0.023265095427632332,-8.964649200439453,0.0,0.0,0.0,(-2.504866642993875e-05+2.5782840111787664e-06j),-0.001374962085599284,96.86136900022224
fear,0.013173844665288925,0.045104820281267166,-8.640146255493164,0.0,0.0,0.0,(-1.3415811736194883e-05+3.3396024718967965e-06j),-0.004045712056182223,98.13570369545634
happy,0.017018267884850502,0.14426684379577637,-8.327188491821289,0.0,0.0,0.0,(-3.7324887671275064e-05+4.886320311925374e-06j),-0.020986555813369685,98.12841725351245
neutral,0.012174364179372787,0.030906811356544495,-8.897028923034668,0.0,0.0,0.0,(-4.54983273812104e-05+2.6048619474750012e-06j),-0.016815243331136837,97.88008338944647
sad,0.006952610798180103,0.011284943670034409,-9.371835708618164,0.0,0.0,0.0,(-1.2061192137480248e-05-3.514656100378488e-06j),-0.008999867617617015,95.0132847734881
angry,0.05817282199859619,1.011753797531128,-7.548326015472412,0.0,0.0,0.0,(2.6087589048984228e-06-5.965408035990549e-06j),-0.02989387170686625,103.73654177221579
disgust,0.012461472302675247,0.05370905250310898,-8.729881286621094,0.0,0.0,0.0,(-2.0262523321434855e-06+1.207453919960244e-06j),-0.019167701872160072,97.53888200370076
fear,0.009283856488764286,0.03474994748830795,-8.538183212280273,0.0,0.0,0.0,(-2.7639389372779988e-05-5.195618996367557e-06j),-0.024304598444082687,96.77975968664876
